,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi
542,Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Windows 10,3.4,268890,0,1,127.0
543,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.5,75225,0,0,141.0
544,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.21,143366,1,1,331.0
545,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.93,85984,0,0,100.0
546,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,30843,0,0,141.0
547,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.02,88763,0,0,112.0
548,HP,Workstation,Intel Core i5,8,Nvidia Quadro,Windows 10,3.14,166856,0,0,106.0
549,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.94,34878,0,0,112.0
550,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,1.95,58189,0,1,141.0
551,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,74418,0,0,141.0
552,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.05,61417,0,0,141.0
553,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.24,167216,1,0,157.0
554,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,238765,0,1,127.0
555,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,244682,0,0,127.0
556,Dell,Notebook,Intel Core i7,8,AMD Radeon,Chrome/Linux/Android,2.2,67156,0,0,141.0
557,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,90424,0,0,100.0
558,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,64466,0,0,166.0
559,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.93,137842,0,0,141.0
560,Dell,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.26,26450,0,0,135.0
561,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.5,210611,0,0,127.0
562,HP,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,134311,0,1,127.0
563,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 10,1.4,150001,0,1,157.0
564,Lenovo,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.2,54603,1,0,100.0
565,Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.73,158698,0,1,127.0
566,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.2,66259,1,0,100.0
567,Lenovo,Notebook,AMD A Series Processor,12,AMD Radeon,Windows 10,2.2,85087,0,0,141.0
568,Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,1.39,54065,1,0,135.0
569,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.8,47430,0,0,127.0
570,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.29,41154,0,0,100.0
571,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,181562,1,1,166.0
572,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,132159,0,1,157.0
573,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.34,149732,1,0,176.0
574,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.06,158071,1,0,141.0
575,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,109296,0,0,141.0
576,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,59936,0,0,100.0
577,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.6,29498,0,0,157.0
578,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,197162,0,0,127.0
579,Dell,Notebook,Intel Core i3,4,AMD Radeon,Chrome/Linux/Android,2.18,41692,0,0,100.0
580,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,206128,0,0,282.0
581,Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.2,125434,0,1,141.0
582,Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows 10,2.4,50568,0,0,141.0
583,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,2.0,116468,1,1,141.0
584,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.6,31291,0,0,112.0
585,Lenovo,Notebook,Other Intel Processor,32,Nvidia Quadro,Windows 10,2.5,439244,0,1,282.0
586,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,78812,0,0,141.0
587,Dell,Notebook,Intel Core i3,4,Intel HD,Chrome/Linux/Android,2.18,39800,0,0,100.0
588,Dell,Notebook,Intel Core i3,4,Intel HD,Chrome/Linux/Android,2.25,32188,0,0,100.0
589,Dell,Notebook,Intel Core i5,4,Intel HD,Chrome/Linux/Android,1.93,77915,0,0,100.0
590,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.0,104723,0,0,127.0
591,Dell,Notebook,Intel Core i5,4,AMD Radeon,Chrome/Linux/Android,2.18,51017,0,0,141.0
592,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,124538,0,0,141.0
593,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,203336,0,0,141.0
594,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.25,33981,1,1,135.0
595,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,100778,0,0,112.0
596,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.65,131352,0,0,157.0
597,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.2,69576,0,0,141.0
598,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.88,83563,0,0,100.0
599,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,80604,0,0,141.0
600,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,41961,0,0,141.0
601,Asus,2 in 1 Convertible,Intel Core i5,6,Intel HD,Windows 10,1.5,57294,1,0,166.0
602,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,163181,0,0,141.0
603,Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,170354,0,0,157.0
604,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,132607,0,0,141.0
605,Lenovo,Notebook,Intel Core i5,4,Intel UHD,Windows 10,1.8,74328,0,0,141.0
606,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,51913,0,0,141.0
607,Asus,Notebook,Other Intel Processor,8,Intel HD,Windows 10,2.0,35774,0,0,100.0
608,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.99,81288,0,0,141.0
609,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.23,167575,1,0,276.0
610,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.42,22325,0,0,112.0
611,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,157570,1,1,166.0
612,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.06,215094,1,0,282.0
613,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,99433,0,1,141.0
614,HP,Notebook,AMD A Series Processor,8,AMD Radeon,Windows 10,2.6,46704,0,0,108.0
615,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.14,219667,0,1,157.0
616,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.5,104813,0,1,141.0
617,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,40347,0,0,100.0
618,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.43,24567,0,0,112.0
619,Acer,Ultrabook,Intel Core i5,8,Intel Graphics,Windows 10,1.8,82398,0,1,157.0
620,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,108758,0,0,166.0
621,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,142021,0,1,176.0
622,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.8,250958,0,1,127.0
623,Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Chrome/Linux/Android,2.4,63569,0,0,141.0
624,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.2,129998,0,0,166.0
625,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,106857,0,0,141.0
626,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,32717,0,0,100.0
627,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,95398,0,1,141.0
628,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.2,82398,0,0,141.0
629,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.2,101764,0,0,141.0
630,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.31,107233,0,1,141.0
631,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,282193,0,1,255.0
632,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,110192,0,0,157.0
633,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,37568,0,0,100.0
634,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.2,47968,0,0,141.0
635,HP,Notebook,Intel Core i3,6,AMD Radeon,Windows 10,2.04,48327,0,0,141.0
636,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,133304,0,0,127.0
637,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,44651,0,0,100.0
638,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.06,85625,0,0,141.0
639,HP,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.1,66797,0,0,141.0
640,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,112792,0,1,141.0
641,Acer,Notebook,Intel Core i3,4,Intel HD,Chrome/Linux/Android,2.1,36940,0,0,100.0
642,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.9,73337,0,0,141.0
643,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,92708,1,1,166.0
644,Lenovo,Notebook,AMD E Series Processor,4,AMD Radeon,Windows 10,2.2,31291,0,0,100.0
645,HP,2 in 1 Convertible,Intel Core i3,4,Nvidia GeForce,Windows 10,1.63,62672,1,1,157.0
646,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,116020,0,0,141.0
647,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.1,101764,0,0,157.0
648,HP,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Chrome/Linux/Android,1.4,44382,1,0,135.0
649,Acer,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,2.5,116468,0,0,141.0
650,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,89472,0,0,141.0
651,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.86,37568,0,0,100.0
652,Dell,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,3.21,183893,0,0,141.0
653,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.5,62672,0,1,127.0
654,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.19,134400,1,1,166.0
655,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.49,252281,0,0,141.0
656,HP,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,1.86,54927,0,0,100.0
657,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.2,48925,0,0,100.0
658,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.65,51017,0,1,127.0
659,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.1,28512,0,0,100.0
660,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.45,33622,0,0,112.0
661,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.7,62672,0,0,157.0
662,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,171070,0,0,127.0
663,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.42,232219,1,0,210.0
664,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,87239,0,1,166.0
665,Acer,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.4,24119,0,0,135.0
666,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.38,156815,1,0,157.0
667,Asus,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.2,59983,1,0,176.0
668,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.36,168292,1,0,166.0
669,HP,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.1,61776,0,1,141.0
670,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.56,73432,0,0,141.0
671,Lenovo,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.2,35774,0,0,141.0
672,Lenovo,Notebook,AMD A Series Processor,8,AMD Radeon,Windows 10,2.2,38464,0,0,100.0
673,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,55719,0,0,141.0
674,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,40347,0,0,100.0
675,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,71280,0,0,141.0
676,Acer,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.6,89570,1,1,166.0
677,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 7,2.18,166319,0,0,141.0
678,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.8,106785,0,0,157.0
679,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.71,58728,0,1,127.0
680,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,111985,0,1,141.0
681,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Chrome/Linux/Android,1.64,97640,0,0,157.0
682,Dell,Notebook,Intel Core i5,8,Intel HD,Chrome/Linux/Android,1.98,65093,0,0,141.0
683,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,26719,0,0,157.0
684,Dell,Notebook,Intel Core i5,16,Intel HD,Windows 10,1.93,127914,0,0,141.0
685,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.87,76845,0,1,157.0
686,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,105709,0,0,141.0
687,Lenovo,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.19,26719,0,0,100.0
688,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.63,107592,0,0,127.0
689,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.17,151224,0,1,210.0
690,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.58,75010,1,1,118.0
691,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,134400,0,1,157.0
692,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.36,328102,0,0,255.0
693,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,120905,0,0,127.0
694,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,1.9,43924,0,0,100.0
695,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.2,64466,0,0,141.0
696,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,1.71,58189,1,0,166.0
697,Dell,Notebook,Intel Core i5,8,AMD Radeon,Chrome/Linux/Android,2.32,52856,0,0,100.0
698,HP,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.1,43844,0,0,141.0
699,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,173492,0,1,127.0
700,Dell,Notebook,Intel Core i5,12,Intel HD,Windows 10,2.25,58189,0,0,100.0
701,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.1,58279,0,0,141.0
702,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.4,50120,0,0,100.0
703,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.44,86074,0,1,166.0
704,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 10,1.85,69845,0,0,141.0
705,HP,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.6,216888,0,0,141.0
706,Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.55,59086,1,0,166.0
707,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,187791,0,0,141.0
708,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,36832,0,0,100.0
709,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,108220,0,0,141.0
710,Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.0,59624,0,0,100.0
711,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.25,137628,1,1,157.0
712,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.7,89570,1,0,157.0
713,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.5,295788,0,1,282.0
714,Acer,Notebook,Other Intel Processor,2,Intel HD,Chrome/Linux/Android,1.68,29588,0,0,112.0
715,HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.86,48327,0,0,141.0
716,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,101021,0,0,112.0
717,HP,Workstation,Other Intel Processor,16,Nvidia Quadro,Windows 7,3.0,393518,0,1,127.0
718,Lenovo,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.4,42588,1,0,135.0
719,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,170354,0,0,141.0
720,Asus,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.45,51913,0,0,100.0
721,Lenovo,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.7,98267,0,0,157.0
722,Asus,Notebook,Intel Core i7,4,Intel HD,Windows 10,2.37,76202,0,0,100.0
723,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,107502,1,1,276.0
724,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,98536,0,1,141.0
725,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,139959,0,0,141.0
726,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,257234,0,1,282.0
727,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,53706,0,0,100.0
728,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,93964,0,1,141.0
729,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.18,166678,0,0,176.0
730,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,101226,0,1,276.0
731,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.65,76121,0,0,118.0
732,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,58727,0,0,118.0
733,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows 10,2.8,42171,0,0,91.0
734,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.72,98536,1,1,282.0
735,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.1,26719,0,0,100.0
736,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.3,105913,0,0,141.0
737,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,91453,0,1,112.0
738,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,98536,0,0,141.0
739,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,111537,0,0,125.0
740,Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows 10,2.3,75225,1,0,141.0
741,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.5,212494,0,0,282.0
742,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.8,57024,0,1,157.0
743,Asus,Notebook,Other Intel Processor,8,Intel HD,Windows 10,2.0,52173,0,0,141.0
744,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,321772,0,1,127.0
745,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,210701,0,1,127.0
746,Toshiba,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.47,158160,0,1,157.0
747,Lenovo,Notebook,Other Intel Processor,8,Intel HD,No OS,2.2,29498,0,0,100.0
748,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.7,206128,0,0,157.0
749,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.6,169547,0,1,157.0
750,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,97640,0,0,141.0
751,Lenovo,Gaming,Intel Core i7,4,Nvidia GeForce,Windows 10,2.4,89570,0,1,141.0
752,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,206128,0,1,127.0
753,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.62,88315,0,0,141.0
754,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.24,120055,0,0,141.0
755,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,176630,1,1,166.0
756,Lenovo,2 in 1 Convertible,Intel Core i5,8,AMD Radeon,Windows 10,2.08,85984,1,0,141.0
757,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,104454,0,1,226.0
758,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.42,208908,1,1,210.0
759,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.63,26808,0,0,112.0
760,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,72625,0,0,100.0
761,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.38,120951,1,1,158.0
762,Dell,Notebook,Intel Core i3,8,AMD Radeon,Windows 10,2.0,66259,0,0,141.0
763,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,185139,0,0,141.0
764,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.37,98536,0,0,141.0
765,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,134400,0,0,166.0
766,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.06,156815,1,0,282.0
767,Dell,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.63,66707,0,0,135.0
768,HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,124538,0,0,125.0
769,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,69935,0,0,100.0
770,HP,Notebook,AMD A Series Processor,8,AMD Radeon,Windows 10,2.04,56396,0,0,100.0
771,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,150539,0,0,282.0
772,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.4,54603,0,0,141.0
773,HP,Gaming,Intel Core i7,12,AMD Radeon,Windows 10,3.74,156815,0,1,127.0
774,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,216529,0,0,127.0
775,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.98,86163,0,0,141.0
776,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.18,70814,0,0,141.0
777,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.32,166678,0,0,157.0
778,HP,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.23,34519,0,0,135.0
779,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,224600,0,1,127.0
780,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.76,67693,0,0,112.0
781,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,43924,0,0,100.0
782,Toshiba,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.25,97729,0,0,112.0
783,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,224060,0,1,157.0
784,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,107502,0,0,141.0
785,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.13,168112,0,1,157.0
786,Toshiba,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.75,44740,0,0,112.0
787,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.1,121758,1,0,166.0
788,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.76,52451,0,0,112.0
789,Acer,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.35,31829,0,1,135.0
790,Acer,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.5,55500,0,1,157.0
791,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,188196,0,1,210.0
792,Asus,Notebook,Intel Core i5,4,Nvidia GeForce,Chrome/Linux/Android,2.1,46534,0,0,141.0
793,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,106337,0,0,157.0
794,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.32,147939,0,1,157.0
795,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,248773,0,0,141.0
796,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,216888,0,0,127.0
797,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,59983,0,0,100.0
798,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.5,29140,0,0,112.0
799,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,52899,0,0,141.0
800,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,161298,0,0,127.0
801,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,275515,0,1,127.0
802,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,81591,0,0,106.0
803,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,64016,0,0,100.0
804,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,167664,0,0,157.0
805,Dell,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.18,66259,0,0,141.0
806,HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.4,55141,1,0,135.0
807,Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.45,91991,0,1,166.0
808,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.28,204156,1,0,166.0
809,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,131621,0,0,157.0
810,HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,26808,0,0,100.0
811,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.1,170264,0,0,141.0
